pair	retinal_trait	systemic_disease	locus_index	locus_id	chr	start	stop	n_snps	rho	rho_lower	rho_upper	native_lava_p	old_p	old_q	raw_rho	raw_r2	univ_p_retina	univ_p_systemic	native_q	direction	old_significant	native_significant	classification_change	old_native_q	new_q_native_global	old_status	leave_CAD_out_status
ret_ven_density__sys_stroke_megastroke2018	ret_ven_density	sys_stroke_megastroke2018	602	602	4	5051835	5972709	409	-0.0169757	-0.6197	0.57993	0.947697	0.956083992151479	0.998589793812814	-0.0169756968508973	0.0002881742835735	3.4173e-05	0.00328589	0.9883646631740052	negative	False	False	NULL_BOTH	0.9883646631740052	0.9891815689113508	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_density__sys_t2d_scott2017	ret_ven_density	sys_t2d_scott2017	602	602	4	5051835	5972709	409	-0.267823	-1.0	0.31629	0.340152	0.432458887038768	0.894180718917678	-0.267822920768778	0.0717291168891193	3.4173e-05	0.0111748	0.7634828199544188	negative	False	False	NULL_BOTH	0.7634828199544188	0.7666467164487268	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_density__sys_ckd_wuttke2019	ret_ven_density	sys_ckd_wuttke2019	602	602	4	5051835	5972709	409	0.583189	0.07676	1.0	0.032049	0.0153111323449121	0.147992760107915	0.583188669383151	0.34010902409689	3.4173e-05	0.0065039	0.4030165541883578	positive	False	False	NULL_BOTH	0.4030165541883578	0.4027385575657895	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_rnfl_left__sys_ad_kunkle2019	ret_rnfl_left	sys_ad_kunkle2019	603	603	4	5972710	7135819	429	0.150276	-0.26836	0.60713	0.461237	0.503017766177546	0.924194576461804	0.150276109688114	0.0225829091429941	1.96325e-08	0.000396173	0.8245107862621098	positive	False	False	NULL_BOTH	0.8245107862621098	0.8279437134466285	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_rnfl_left__sys_pd_nalls2019_clinical	ret_rnfl_left	sys_pd_nalls2019_clinical	603	603	4	5972710	7135819	429	-0.329479	-0.96678	0.14311	0.157266	0.251734993950782	0.74519279459294	-0.329478626206483	0.108556165126912	1.96325e-08	0.00576375	0.6186011804733728	negative	False	False	NULL_BOTH	0.6186011804733728	0.6223573870856354	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_gcipl_left__sys_stroke_megastroke2018	ret_gcipl_left	sys_stroke_megastroke2018	603	603	4	5972710	7135819	429	0.242533	-0.31731	1.0	0.354248	0.471161120832976	0.913048672283519	0.242533061618301	0.0588222859779465	0.0199021	8.0507e-08	0.7699747116815173	positive	False	False	NULL_BOTH	0.7699747116815173	0.7738304236190476	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_gcipl_left__sys_ad_kunkle2019	ret_gcipl_left	sys_ad_kunkle2019	603	603	4	5972710	7135819	429	-1.0	-1.0	-0.43118	0.000957285	8.11359560243991e-12	2.5068180087492e-09	-1.04726417705722	1.09676225654733	0.0199021	0.000396173	0.1797359742253521	negative	True	False	OLD_SIG_NATIVE_NULL	0.1797359742253521	0.18195485404958678	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_gcipl_left__sys_pd_nalls2019_clinical	ret_gcipl_left	sys_pd_nalls2019_clinical	603	603	4	5972710	7135819	429	-0.148204	-1.0	0.74973	0.676152	0.739217593556789	0.983661392147308	-0.148203734394156	0.0219643468883733	0.0199021	0.00576375	0.910964141162154	negative	False	False	NULL_BOTH	0.910964141162154	0.9135325665782493	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_inl_left__sys_stroke_megastroke2018	ret_inl_left	sys_stroke_megastroke2018	603	603	4	5972710	7135819	429	0.158749	-0.31497	0.70972	0.483882	0.547284430796281	0.939948115066096	0.158749297146434	0.0252013393444869	0.00266999	8.0507e-08	0.8347482803526285	positive	False	False	NULL_BOTH	0.8347482803526285	0.8384971708182366	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_inl_left__sys_ad_kunkle2019	ret_inl_left	sys_ad_kunkle2019	603	603	4	5972710	7135819	429	-0.953406	-1.0	-0.47205	0.000545425	1.78685257354868e-11	5.05089997146404e-09	-0.953405602104021	0.90898224212333	0.00266999	0.000396173	0.1536833742571428	negative	True	False	OLD_SIG_NATIVE_NULL	0.1536833742571428	0.15130525811956522	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_inl_left__sys_pd_nalls2019_clinical	ret_inl_left	sys_pd_nalls2019_clinical	603	603	4	5972710	7135819	429	-0.517248	-1.0	0.09375	0.0954663	0.0667136127990728	0.384978705554791	-0.51724845741412	0.267545966697287	0.00266999	0.00576375	0.5393771755049969	negative	False	False	NULL_BOTH	0.5393771755049969	0.5419096573551263	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_inl_elm_left__sys_ad_kunkle2019	ret_inl_elm_left	sys_ad_kunkle2019	603	603	4	5972710	7135819	429	-0.341592	-1.0	0.38272	0.302806	0.336442238574936	0.83533671428174	-0.341591589036906	0.116684813700759	0.0336009	0.000396173	0.7410073886535273	negative	False	False	NULL_BOTH	0.7410073886535273	0.7446214275292351	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_inl_elm_left__sys_pd_nalls2019_clinical	ret_inl_elm_left	sys_pd_nalls2019_clinical	603	603	4	5972710	7135819	429	-1.0	-1.0	-0.30917	0.00366424	8.28029907695175e-09	8.94373279567825e-07	-1.09665350227216	1.2026489040458	0.0336009	0.00576375	0.2414744856683168	negative	True	False	OLD_SIG_NATIVE_NULL	0.2414744856683168	0.24674847198863636	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_elm_isos_left__sys_ckd_wuttke2019	ret_elm_isos_left	sys_ckd_wuttke2019	603	603	4	5972710	7135819	429	-0.865024	-1.0	-0.28437	0.005904	2.69401331531789e-06	0.0001236314815221	-0.86502351654216	0.748265684170965	0.0467921	9.4187e-06	0.2672490357751278	negative	True	False	OLD_SIG_NATIVE_NULL	0.2672490357751278	0.2722848772635815	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_elm_isos_left__sys_ad_kunkle2019	ret_elm_isos_left	sys_ad_kunkle2019	603	603	4	5972710	7135819	429	-0.35008	-1.0	0.41331	0.311388	0.325076650689929	0.825579790617302	-0.350079852761796	0.122555903309721	0.0467921	0.000396173	0.7474918154595473	negative	False	False	NULL_BOTH	0.7474918154595473	0.7509468548319328	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_isos_rpe_left__sys_ad_kunkle2019	ret_isos_rpe_left	sys_ad_kunkle2019	603	603	4	5972710	7135819	429	0.0113463	-0.50732	0.55756	0.962165	0.966981131641234	0.999121729139754	0.0113463246991528	0.0001287390841786	9.39922e-05	0.000396173	0.991917677310468	positive	False	False	NULL_BOTH	0.991917677310468	0.9926982339305006	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_isos_rpe_left__sys_pd_nalls2019_clinical	ret_isos_rpe_left	sys_pd_nalls2019_clinical	603	603	4	5972710	7135819	429	0.0833686	-0.53589	0.76932	0.759795	0.801568224741528	0.991216895040208	0.083368554547596	0.0069503158873555	9.39922e-05	0.00576375	0.9382713360701362	positive	False	False	NULL_BOTH	0.9382713360701362	0.9397684070124412	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_macular_total_left__sys_ckd_wuttke2019	ret_macular_total_left	sys_ckd_wuttke2019	603	603	4	5972710	7135819	429	0.250466	-0.43626	1.0	0.416032	0.485467925975904	0.918692989182091	0.250466433944262	0.0627334345327553	0.0427518	9.4187e-06	0.8005204049532914	positive	False	False	NULL_BOTH	0.8005204049532914	0.8044431813733761	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_macular_total_left__sys_ad_kunkle2019	ret_macular_total_left	sys_ad_kunkle2019	603	603	4	5972710	7135819	429	-0.949202	-1.0	-0.32427	0.00590212	8.40086982295978e-08	6.30563593406396e-06	-0.94920236831956	0.900985136023462	0.0427518	0.000396173	0.2672490357751278	negative	True	False	OLD_SIG_NATIVE_NULL	0.2672490357751278	0.2722848772635815	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_tort__sys_stroke_megastroke2018	ret_art_tort	sys_stroke_megastroke2018	603	603	4	5972710	7135819	429	-0.0236757	-0.39457	0.3327	0.893788	0.899457131680029	0.99748270806353	-0.0236756692816528	0.0005605373159343	6.84024e-07	8.0507e-08	0.9764899856913778	negative	False	False	NULL_BOTH	0.9764899856913778	0.9771922557595992	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_tort__sys_t2d_scott2017	ret_art_tort	sys_t2d_scott2017	603	603	4	5972710	7135819	429	0.0224281	-0.30233	0.34243	0.887182	0.890821733533077	0.99748270806353	0.0224281302803893	0.000503021027874	6.84024e-07	2.19742e-12	0.9748983274215554	positive	False	False	NULL_BOTH	0.9748983274215554	0.9756788514537953	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_tort__sys_ckd_wuttke2019	ret_art_tort	sys_ckd_wuttke2019	603	603	4	5972710	7135819	429	0.026282	-0.38525	0.42698	0.891787	0.898333460281734	0.99748270806353	0.0262820151878633	0.000690744322335	6.84024e-07	9.4187e-06	0.9761566960659116	positive	False	False	NULL_BOTH	0.9761566960659116	0.9768282637388894	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_tort__sys_stroke_megastroke2018	ret_ven_tort	sys_stroke_megastroke2018	603	603	4	5972710	7135819	429	0.368127	-0.01663	0.84185	0.0656277	0.0878742040223657	0.453027837617051	0.36812735134104	0.13551774680537	9.67548e-05	8.0507e-08	0.4838495051886792	positive	False	False	NULL_BOTH	0.4838495051886792	0.48399372963320464	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_tort__sys_t2d_scott2017	ret_ven_tort	sys_t2d_scott2017	603	603	4	5972710	7135819	429	-0.125414	-0.51076	0.24097	0.480558	0.502996286655339	0.924194576461804	-0.125414228592911	0.0157287287335548	9.67548e-05	2.19742e-12	0.8332076096574225	negative	False	False	NULL_BOTH	0.8332076096574225	0.8366147590764089	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_tort__sys_ckd_wuttke2019	ret_ven_tort	sys_ckd_wuttke2019	603	603	4	5972710	7135819	429	-0.279752	-0.77943	0.16327	0.1978	0.252542880389315	0.746207495750992	-0.279751864504501	0.0782611056937449	9.67548e-05	9.4187e-06	0.6610159787234042	negative	False	False	NULL_BOTH	0.6610159787234042	0.6641409868804664	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_stroke_megastroke2018	ret_crae	sys_stroke_megastroke2018	603	603	4	5972710	7135819	429	-0.879146	-1.0	-0.37901	0.000971026	2.41813649377117e-08	2.19291142580183e-06	-0.879145631578471	0.772897041523509	0.022241	8.0507e-08	0.1804274954265734	negative	True	False	OLD_SIG_NATIVE_NULL	0.1804274954265734	0.18243349955737706	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_t2d_scott2017	ret_crae	sys_t2d_scott2017	603	603	4	5972710	7135819	429	-0.102636	-0.75603	0.44046	0.666909	0.736833196121686	0.983602887158349	-0.102635681306515	0.0105340830772527	0.022241	2.19742e-12	0.907818454256736	negative	False	False	NULL_BOTH	0.907818454256736	0.9107554071249852	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_ckd_wuttke2019	ret_crae	sys_ckd_wuttke2019	603	603	4	5972710	7135819	429	0.120919	-0.5527	0.88673	0.6723	0.743182026513279	0.985069600872297	0.120919457195989	0.0146215151285726	0.022241	9.4187e-06	0.909885885193297	positive	False	False	NULL_BOTH	0.909885885193297	0.9126318211430263	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_sle_bentham2015	ret_crae	sys_sle_bentham2015	603	603	4	5972710	7135819	429	-0.268816	-1.0	0.46356	0.41874	0.482371825085465	0.917298205753848	-0.268815947646569	0.0722620137091226	0.022241	0.00127426	0.8021874938716654	negative	False	False	NULL_BOTH	0.8021874938716654	0.8061430824794221	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_ibd_delange2017	ret_crae	sys_ibd_delange2017	603	603	4	5972710	7135819	429	0.422865	-0.27033	1.0	0.196391	0.181964954231355	0.652668049293915	0.422865379188024	0.178815128915831	0.022241	0.000857543	0.6592931473152243	positive	False	False	NULL_BOTH	0.6592931473152243	0.6624691848417955	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crve__sys_stroke_megastroke2018	ret_crve	sys_stroke_megastroke2018	603	603	4	5972710	7135819	429	-0.155688	-0.49532	0.16645	0.336033	0.365274167666081	0.853833255845859	-0.155687840469891	0.0242387036701782	1.24791e-09	8.0507e-08	0.761510901500938	negative	False	False	NULL_BOTH	0.761510901500938	0.7647030855753003	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crve__sys_t2d_scott2017	ret_crve	sys_t2d_scott2017	603	603	4	5972710	7135819	429	0.206107	-0.07168	0.50466	0.153861	0.157917585808506	0.610508973158419	0.206106564604312	0.0424799159729916	1.24791e-09	2.19742e-12	0.6155641661649609	positive	False	False	NULL_BOTH	0.6155641661649609	0.6193820786516854	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crve__sys_ckd_wuttke2019	ret_crve	sys_ckd_wuttke2019	603	603	4	5972710	7135819	429	-0.536052	-0.94477	-0.19966	0.00266587	0.0047337926880302	0.0626417180395115	-0.536052058038762	0.287351808927592	1.24791e-09	9.4187e-06	0.2245981712215909	negative	False	False	NULL_BOTH	0.2245981712215909	0.2304001884121622	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_avr__sys_stroke_megastroke2018	ret_avr	sys_stroke_megastroke2018	603	603	4	5972710	7135819	429	-0.505328	-1.0	0.00379	0.0524579	0.047541526653389	0.31152303445307	-0.505327908637354	0.255356295247802	0.0179839	8.0507e-08	0.4540256875895765	negative	False	False	NULL_BOTH	0.4540256875895765	0.4549328512674991	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_avr__sys_t2d_scott2017	ret_avr	sys_t2d_scott2017	603	603	4	5972710	7135819	429	-0.185584	-0.85088	0.31583	0.425907	0.515514450162567	0.927724352862	-0.18558367862348	0.0344413017714232	0.0179839	2.19742e-12	0.806230539108135	negative	False	False	NULL_BOTH	0.806230539108135	0.8097498638135523	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_avr__sys_ckd_wuttke2019	ret_avr	sys_ckd_wuttke2019	603	603	4	5972710	7135819	429	0.542367	0.00229	1.0	0.0537592	0.0370686976214538	0.266635724011816	0.542367466050703	0.29416246823026	0.0179839	9.4187e-06	0.4559071510529675	positive	False	False	NULL_BOTH	0.4559071510529675	0.45649633385185184	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_avr__sys_pd_nalls2019_clinical	ret_avr	sys_pd_nalls2019_clinical	603	603	4	5972710	7135819	429	0.209931	-0.65401	1.0	0.55155	0.611558828793044	0.960032256338902	0.20993087480466	0.0440709721962499	0.0179839	0.00576375	0.8637712644545295	positive	False	False	NULL_BOTH	0.8637712644545295	0.8674029807204117	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_density__sys_stroke_megastroke2018	ret_art_density	sys_stroke_megastroke2018	603	603	4	5972710	7135819	429	0.125136	-0.3715	0.68732	0.588423	0.641972315170277	0.967346100986609	0.125135915620437	0.0156589973781651	0.00385806	8.0507e-08	0.8795844049279928	positive	False	False	NULL_BOTH	0.8795844049279928	0.8827592828064664	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_density__sys_t2d_scott2017	ret_art_density	sys_t2d_scott2017	603	603	4	5972710	7135819	429	-0.0428762	-0.51622	0.42363	0.836528	0.856639026633584	0.995211505084785	-0.0428762279399071	0.0018383709223549	0.00385806	2.19742e-12	0.960871390379878	negative	False	False	NULL_BOTH	0.960871390379878	0.9610682494988976	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_density__sys_ckd_wuttke2019	ret_art_density	sys_ckd_wuttke2019	603	603	4	5972710	7135819	429	-0.244485	-0.92944	0.28062	0.329998	0.4262915714158	0.890626933801637	-0.24448529148796	0.0597730577539529	0.00385806	9.4187e-06	0.7586798221377999	negative	False	False	NULL_BOTH	0.7586798221377999	0.7622661604987933	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_density__sys_stroke_megastroke2018	ret_ven_density	sys_stroke_megastroke2018	603	603	4	5972710	7135819	429	-0.0669043	-0.60349	0.42457	0.767744	0.798699976330818	0.990924482902312	-0.0669042922123327	0.0044761843164331	0.0026994	8.0507e-08	0.9399225197495628	negative	False	False	NULL_BOTH	0.9399225197495628	0.9413339857830039	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_density__sys_t2d_scott2017	ret_ven_density	sys_t2d_scott2017	603	603	4	5972710	7135819	429	-0.167345	-0.65661	0.25782	0.41411	0.475380927205678	0.913798683776481	-0.167345102110412	0.0280043832003443	0.0026994	2.19742e-12	0.7999267440575708	negative	False	False	NULL_BOTH	0.7999267440575708	0.8038031767993226	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_density__sys_ckd_wuttke2019	ret_ven_density	sys_ckd_wuttke2019	603	603	4	5972710	7135819	429	-0.124375	-0.72853	0.4164	0.614407	0.661666342109162	0.972025550222705	-0.12437546743085	0.0154692568986423	0.0026994	9.4187e-06	0.8899843836467701	negative	False	False	NULL_BOTH	0.8899843836467701	0.8933142089306101	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_gcipl_left__sys_stroke_megastroke2018	ret_gcipl_left	sys_stroke_megastroke2018	604	604	4	7135820	7726034	333	-0.361653	-1.0	0.15604	0.158445	0.215593354485262	0.701813210761994	-0.361652552717793	0.130792568887296	0.0001747	0.00119254	0.619473287435709	negative	False	False	NULL_BOTH	0.619473287435709	0.6232115802913453	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_elm_isos_left__sys_ckd_wuttke2019	ret_elm_isos_left	sys_ckd_wuttke2019	604	604	4	7135820	7726034	333	-0.269042	-1.0	0.31839	0.340958	0.426169556976911	0.890444795461156	-0.269041581461721	0.072383372555424	0.0114057	4.45803e-05	0.7640714361136881	negative	False	False	NULL_BOTH	0.7640714361136881	0.7673145133038782	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_macular_total_left__sys_ckd_wuttke2019	ret_macular_total_left	sys_ckd_wuttke2019	604	604	4	7135820	7726034	333	0.864102	0.38223	1.0	0.00106264	5.46008162355487e-08	4.3178520481987e-06	0.864102069155015	0.746672385917978	0.00365704	4.45803e-05	0.1821639189677419	positive	True	False	OLD_SIG_NATIVE_NULL	0.1821639189677419	0.18313361984962406	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_tort__sys_stroke_megastroke2018	ret_art_tort	sys_stroke_megastroke2018	604	604	4	7135820	7726034	333	-0.248198	-1.0	0.32384	0.366331	0.464503412514223	0.910112917902994	-0.24819769476353	0.0616020956859304	0.00104451	0.00119254	0.7782504935282838	negative	False	False	NULL_BOTH	0.7782504935282838	0.7819192889963725	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_tort__sys_ckd_wuttke2019	ret_art_tort	sys_ckd_wuttke2019	604	604	4	7135820	7726034	333	0.074548	-0.46848	0.65818	0.76079	0.791359232570709	0.990581673771067	0.0745479751689016	0.0055574006017831	0.00104451	4.45803e-05	0.9382713360701362	positive	False	False	NULL_BOTH	0.9382713360701362	0.9397684070124412	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_tort__sys_stroke_megastroke2018	ret_ven_tort	sys_stroke_megastroke2018	604	604	4	7135820	7726034	333	-0.580819	-1.0	0.14982	0.109579	0.0464043081450007	0.306600566514853	-0.580819428589106	0.337351208626576	0.0465496	0.00119254	0.5621048884169884	negative	False	False	NULL_BOTH	0.5621048884169884	0.5651955495049505	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_tort__sys_ckd_wuttke2019	ret_ven_tort	sys_ckd_wuttke2019	604	604	4	7135820	7726034	333	-0.21469	-1.0	0.52853	0.50989	0.580033078187408	0.951518775879438	-0.21468996795012	0.0460917823384237	0.0465496	4.45803e-05	0.8466424176716865	negative	False	False	NULL_BOTH	0.8466424176716865	0.850753174406755	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_stroke_megastroke2018	ret_crae	sys_stroke_megastroke2018	604	604	4	7135820	7726034	333	0.371863	-0.08399	0.98236	0.111803	0.184502733817617	0.656429032168073	0.371863077492958	0.138282148402534	3.24092e-06	0.00119254	0.5641130713607895	positive	False	False	NULL_BOTH	0.5641130713607895	0.5675960755634114	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_ckd_wuttke2019	ret_crae	sys_ckd_wuttke2019	604	604	4	7135820	7726034	333	-0.0196806	-0.46588	0.41656	0.924653	0.929975056392637	0.998589793812814	-0.0196806455319621	0.0003873278085546	3.24092e-06	4.45803e-05	0.9836705460768616	negative	False	False	NULL_BOTH	0.9836705460768616	0.9843332181100534	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_sle_bentham2015	ret_crae	sys_sle_bentham2015	604	604	4	7135820	7726034	333	0.105945	-0.2701	0.50838	0.569187	0.59260903794316	0.955621748866004	0.10594475888419	0.0112242919350293	3.24092e-06	1.92699e-07	0.8706388680559553	positive	False	False	NULL_BOTH	0.8706388680559553	0.8739506448954983	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crae__sys_ibd_delange2017	ret_crae	sys_ibd_delange2017	604	604	4	7135820	7726034	333	-0.117822	-0.6299	0.36676	0.601698	0.641923451023642	0.967346100986609	-0.117821950740237	0.0138820120762347	3.24092e-06	0.000507272	0.884916021243638	negative	False	False	NULL_BOTH	0.884916021243638	0.8879306306306306	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crve__sys_stroke_megastroke2018	ret_crve	sys_stroke_megastroke2018	604	604	4	7135820	7726034	333	-0.151574	-0.68835	0.32865	0.504221	0.559627076537079	0.944757160636852	-0.151573937738006	0.0229746586014049	8.19726e-07	0.00119254	0.8434155612842305	negative	False	False	NULL_BOTH	0.8434155612842305	0.8474920833761092	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crve__sys_ckd_wuttke2019	ret_crve	sys_ckd_wuttke2019	604	604	4	7135820	7726034	333	-0.219354	-0.6717	0.18202	0.280581	0.32208650012804	0.823137481475633	-0.219353648970951	0.0481160233168711	8.19726e-07	4.45803e-05	0.727037489809849	negative	False	False	NULL_BOTH	0.727037489809849	0.7317722170154686	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_avr__sys_stroke_megastroke2018	ret_avr	sys_stroke_megastroke2018	604	604	4	7135820	7726034	333	0.329065	-0.16322	0.95373	0.177351	0.251670075055806	0.74519279459294	0.329065314936223	0.108283981494076	2.57174e-05	0.00119254	0.6369104606756757	positive	False	False	NULL_BOTH	0.6369104606756757	0.6406719286164513	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_avr__sys_ckd_wuttke2019	ret_avr	sys_ckd_wuttke2019	604	604	4	7135820	7726034	333	-0.00235472	-0.47143	0.46458	0.9914	0.99227346414587	0.999918205902633	-0.0023547181282305	5.54469746338881e-06	2.57174e-05	4.45803e-05	0.9983509967406956	negative	False	False	NULL_BOTH	0.9983509967406956	0.9984568478404147	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_density__sys_stroke_megastroke2018	ret_art_density	sys_stroke_megastroke2018	604	604	4	7135820	7726034	333	0.0308346	-0.62438	0.72659	0.91284	0.927690464096524	0.998589793812814	0.0308345649762536	0.0009507703972747	0.00193609	0.00119254	0.9810731561703676	positive	False	False	NULL_BOTH	0.9810731561703676	0.982125687194893	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_density__sys_ckd_wuttke2019	ret_art_density	sys_ckd_wuttke2019	604	604	4	7135820	7726034	333	-0.569656	-1.0	-0.08277	0.0253555	0.0142214132646832	0.141389288942033	-0.569656323665016	0.324508327091541	0.00193609	4.45803e-05	0.3768014488255033	negative	False	False	NULL_BOTH	0.3768014488255033	0.3781219359141184	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_density__sys_stroke_megastroke2018	ret_ven_density	sys_stroke_megastroke2018	604	604	4	7135820	7726034	333	-0.241183	-0.90601	0.3057	0.33821	0.420445783572085	0.88775121222024	-0.241182526944457	0.0581690113033139	8.52919e-05	0.00119254	0.762843238095238	negative	False	False	NULL_BOTH	0.762843238095238	0.7661353876865302	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_density__sys_ckd_wuttke2019	ret_ven_density	sys_ckd_wuttke2019	604	604	4	7135820	7726034	333	-0.0739167	-0.58384	0.40223	0.742309	0.767608462767628	0.987221414100223	-0.07391671197846	0.0054636803097065	8.52919e-05	4.45803e-05	0.9340653936452314	negative	False	False	NULL_BOTH	0.9340653936452314	0.9362496334672316	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_tort__sys_stroke_megastroke2018	ret_art_tort	sys_stroke_megastroke2018	605	605	4	7726035	8309826	258	0.0388974	-0.30077	0.39702	0.813627	0.826475191618228	0.993224455579558	0.0388973864277691	0.0015130066709111	1.07679e-28	0.000266443	0.9538503888251896	positive	False	False	NULL_BOTH	0.9538503888251896	0.9545358810559166	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_art_tort__sys_t2d_scott2017	ret_art_tort	sys_t2d_scott2017	605	605	4	7726035	8309826	258	0.24772	-0.19992	0.90414	0.245879	0.374392798766297	0.859554699469263	0.24772024295084	0.0613653187676233	1.07679e-28	0.0196762	0.7035061992263056	positive	False	False	NULL_BOTH	0.7035061992263056	0.707441461856445	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_tort__sys_stroke_megastroke2018	ret_ven_tort	sys_stroke_megastroke2018	605	605	4	7726035	8309826	258	0.137037	-0.48473	0.85729	0.622416	0.69142455512041	0.977094854081275	0.13703690497358	0.018779113324738	0.00302178	0.000266443	0.8923658088814547	positive	False	False	NULL_BOTH	0.8923658088814547	0.8954379567618449	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_ven_tort__sys_t2d_scott2017	ret_ven_tort	sys_t2d_scott2017	605	605	4	7726035	8309826	258	0.145753	-0.69965	1.0	0.677434	0.738680880086119	0.983612474245376	0.145752727998895	0.02124385771912	0.00302178	0.0196762	0.9116273683091104	positive	False	False	NULL_BOTH	0.9116273683091104	0.9142407391662741	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crve__sys_stroke_megastroke2018	ret_crve	sys_stroke_megastroke2018	605	605	4	7726035	8309826	258	0.00487067	-0.64919	0.66414	0.985975	0.988390823190613	0.999809175470599	0.0048706686211163	2.37234128166453e-05	0.00254789	0.000266443	0.9970768761226976	positive	False	False	NULL_BOTH	0.9970768761226976	0.9972318954683845	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
ret_crve__sys_t2d_scott2017	ret_crve	sys_t2d_scott2017	605	605	4	7726035	8309826	258	-0.138917	-1.0	0.75332	0.689334	0.75243706315038	0.985189290514387	-0.138916818958177	0.0192978825894589	0.00254789	0.0196762	0.91643590144435	negative	False	False	NULL_BOTH	0.91643590144435	0.918853160151031	NOT_FDR_POSITIVE	NOT_FDR_POSITIVE
